date,buy,sell
2026-08-17,176,228
2026-08-17,176,228
2026-08-18,175,221
2026-08-19,177,348
2026-08-19,177,348
2026-08-20,176,298
2026-08-21,178,200
2026-08-22,182,200
2026-08-23,182,199
2026-08-23,182,199
2026-08-24,173,216
2026-08-25,184,229
2026-08-25,184,229
2026-08-26,186,229
2026-08-27,187,229
2026-08-28,186,228
2026-08-29,188,227
2026-08-29,188,227
2026-08-30,187,204
2026-08-31,187,215
2026-08-31,187,215
2026-09-01,185,200
2026-09-02,186,208
2026-09-03,186,208
2026-09-04,185,209
2026-09-05,183,200
2026-09-06,185,199
2026-09-07,178,197
2026-09-07,175,193
2026-09-08,179,196
2026-09-09,181,197
2026-09-10,186,197
2026-09-11,185,198
2026-09-12,180,198
2026-09-13,173,196
2026-09-14,175,192
