date,buy,sell
2026-08-18,16,34
2026-08-18,16,34
2026-08-19,19,32
2026-08-20,16,32
2026-08-20,16,32
2026-08-21,16,35
2026-08-22,16,33
2026-08-22,16,35
2026-08-23,16,45
2026-08-24,16,45
2026-08-25,16,74
2026-08-26,16,61
2026-08-26,16,61
2026-08-27,14,61
2026-08-28,12,46
2026-08-28,12,54
2026-08-29,13,48
2026-08-30,13,48
2026-08-31,16,41
2026-09-01,20,49
2026-09-01,20,49
2026-09-02,20,50
2026-09-03,20,51
2026-09-03,20,51
2026-09-04,21,50
2026-09-05,25,43
2026-09-06,24,42
2026-09-07,21,44
2026-09-08,21,41
2026-09-09,22,47
2026-09-09,29,62
2026-09-10,23,44
2026-09-11,24,44
2026-09-12,24,44
2026-09-13,24,25
2026-09-14,24,38
